forum,post_type,username,original_title,original_post,post_url,LLM_inferred_question,cluster,cluster_label,date_posted,umap_1,umap_2,umap_3,llm_cluster_name
womb,Question,SJ1,"Hysteroscopy, growth removed, Mirena coil and nausea","
Hi

During a hysteroscopy under Local Anaesthetic in December 2023, my gynaecologist found a growth in my womb along with 5 or 6 fibroids. She wanted to remove the growth there-and-then but my blood pressure plummeted so the procedure was stopped. The pain was horrendous.  I was moved to the recovery room and remained there for around an hour until my blood pressure returned to normal. Apparently my body had gone into cervical shock. 

As a result, I was referred to have a hysteroscopy under General Anaesthetic (on Friday 3 May) to remove the growth, get a biopsy of it, and remove the fibroids. 

A short time after my arrival at the hospital the anaesthetist asked me to consider a spinal anaesthetic because of my weight. I’d been for a pre operative assessment in January 2024, so it was rather a shock that they waited until an hour before my procedure to suggest I agree to a spinal rather than general anaesthetic.  When an anaesthetist starts talking about the risks of a GA to someone of my size I didn’t feel I had any choice but to agree to the spinal anaesthetic.

After he left the room I was visited by a member of the surgical team who suggested I should get a Mirena coil inserted while under the anaesthetic. I said that I had told the gynaecologist that I wasn’t keen on the Mirena coil, however the surgeon said that it the growth proved to be pre cancerous their first course of action would be to insert a Mirena coil. Again, I didn’t feel I had any choice but to agree to their suggestion. 

I was wide awake in the theatre but I was totally numb from the waist down so I didn’t feel a thing.  Everything went well.  I was told I should get the results of the biopsy within three to four weeks. 

Unfortunately since the procedure I’ve had constant nausea.  I was on Dihydrocodeine for pain relief which I stopped taking last week. I phoned my GP on Monday 13 May because I’m still feeling nauseous. He gave me Prochlorperazine because he thinks I’ve got post operative nausea.  I’m wondering if anyone has had a similar experience. I asked if it could be a side effect of the implant but he thinks not. I appreciate everyone is different but wondered if anyone has had a similar experience? 


Thank you for taking the time to read my message. 

SJ
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/277308/hysteroscopy-growth-removed-mirena-coil-and-nausea,Experiences with post-operative nausea after hysteroscopy and Mirena coil insertion?,1,"hysteroscopy, colposcopy, results, biopsy, long, experience, smear, ga, did, does, test",2024-05-15T23:17:46.997Z,6.6808386,3.6551888,6.617782,"Gynecological Procedures  
"
womb,Question,SJ1,"Hysteroscopy, growth removed, Mirena coil and nausea","
Hi

During a hysteroscopy under Local Anaesthetic in December 2023, my gynaecologist found a growth in my womb along with 5 or 6 fibroids. She wanted to remove the growth there-and-then but my blood pressure plummeted so the procedure was stopped. The pain was horrendous.  I was moved to the recovery room and remained there for around an hour until my blood pressure returned to normal. Apparently my body had gone into cervical shock. 

As a result, I was referred to have a hysteroscopy under General Anaesthetic (on Friday 3 May) to remove the growth, get a biopsy of it, and remove the fibroids. 

A short time after my arrival at the hospital the anaesthetist asked me to consider a spinal anaesthetic because of my weight. I’d been for a pre operative assessment in January 2024, so it was rather a shock that they waited until an hour before my procedure to suggest I agree to a spinal rather than general anaesthetic.  When an anaesthetist starts talking about the risks of a GA to someone of my size I didn’t feel I had any choice but to agree to the spinal anaesthetic.

After he left the room I was visited by a member of the surgical team who suggested I should get a Mirena coil inserted while under the anaesthetic. I said that I had told the gynaecologist that I wasn’t keen on the Mirena coil, however the surgeon said that it the growth proved to be pre cancerous their first course of action would be to insert a Mirena coil. Again, I didn’t feel I had any choice but to agree to their suggestion. 

I was wide awake in the theatre but I was totally numb from the waist down so I didn’t feel a thing.  Everything went well.  I was told I should get the results of the biopsy within three to four weeks. 

Unfortunately since the procedure I’ve had constant nausea.  I was on Dihydrocodeine for pain relief which I stopped taking last week. I phoned my GP on Monday 13 May because I’m still feeling nauseous. He gave me Prochlorperazine because he thinks I’ve got post operative nausea.  I’m wondering if anyone has had a similar experience. I asked if it could be a side effect of the implant but he thinks not. I appreciate everyone is different but wondered if anyone has had a similar experience? 


Thank you for taking the time to read my message. 

SJ
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/277308/hysteroscopy-growth-removed-mirena-coil-and-nausea,Side effects of Mirena coil?,7,"bleeding, lletz, heavy, normal, pain, coil, mirena, spotting, cancer, womb, lining",2024-05-15T23:17:46.997Z,6.181916,3.7292154,6.717653,"Post-Treatment Bleeding  
"
womb,Question,Glass Not Full,Cancer in the uterus - show up on MRI?,"
Would any cancer in the uterus show up on an MRI?

Just wondering as I was diagnosed and had surgery for ovarian cancer in February. From around October my periods have been either non-existent or extremely light. Sometimes there has been the odd bleed in between the what should be the ""normal cycle"".
I had a normal period in January and one whilst I was in hospital in Feb - not as heavy as usual. Last month's was barely anything so April's was even worse. Now I've got random bleeding that's come 9 days before my next period is due.
The CNS knows about the issues (not the last couple of months as I haven't seen her) and she said she'd made a note and the gynae-oncologist would see it but there's no obvious causes for concern etc. 
I had an MRI at the end of April and there's nothing reported on there that shows any concerns about the uterus - in fact according to my GP, it reports ""no evidence of residual disease"".
Is this just a coincidence / maybe stress related? Only the right ovary was removed - it's currently unstaged and believed to be only stage 1, but this can't be confirmed as the surgeon who removed the tumour didn't take other biopsies from other areas etc. It was an endometrioid ovarian adenocarcinoma which I know can also be in the uterus but, as I say, it doesn't appear as though anything has flagged up on the MRI which it presumably would if there were any cancer cells significant enough to be causing these issues?
Thank you 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/277299/cancer-in-the-uterus---show-up-on-mri,Would uterine cancer show up on an MRI?,4,"biopsy, results, scan, mri, ct, long, does, ultrasound, scans, expect, pet",2024-05-15T20:34:16.200Z,6.8820486,0.33243808,6.490297,"Diagnostic Testing  
"
womb,Question,Glass Not Full,Cancer in the uterus - show up on MRI?,"
Would any cancer in the uterus show up on an MRI?

Just wondering as I was diagnosed and had surgery for ovarian cancer in February. From around October my periods have been either non-existent or extremely light. Sometimes there has been the odd bleed in between the what should be the ""normal cycle"".
I had a normal period in January and one whilst I was in hospital in Feb - not as heavy as usual. Last month's was barely anything so April's was even worse. Now I've got random bleeding that's come 9 days before my next period is due.
The CNS knows about the issues (not the last couple of months as I haven't seen her) and she said she'd made a note and the gynae-oncologist would see it but there's no obvious causes for concern etc. 
I had an MRI at the end of April and there's nothing reported on there that shows any concerns about the uterus - in fact according to my GP, it reports ""no evidence of residual disease"".
Is this just a coincidence / maybe stress related? Only the right ovary was removed - it's currently unstaged and believed to be only stage 1, but this can't be confirmed as the surgeon who removed the tumour didn't take other biopsies from other areas etc. It was an endometrioid ovarian adenocarcinoma which I know can also be in the uterus but, as I say, it doesn't appear as though anything has flagged up on the MRI which it presumably would if there were any cancer cells significant enough to be causing these issues?
Thank you 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/277299/cancer-in-the-uterus---show-up-on-mri,Cause of irregular bleeding after ovarian cancer surgery and 'no evidence of residual disease' reported on MRI?,7,"bleeding, lletz, heavy, normal, pain, coil, mirena, spotting, cancer, womb, lining",2024-05-15T20:34:16.200Z,5.7718925,4.166544,5.239178,"Post-Treatment Bleeding  
"
womb,Question,Glass Not Full,Cancer in the uterus - show up on MRI?,"
Would any cancer in the uterus show up on an MRI?

Just wondering as I was diagnosed and had surgery for ovarian cancer in February. From around October my periods have been either non-existent or extremely light. Sometimes there has been the odd bleed in between the what should be the ""normal cycle"".
I had a normal period in January and one whilst I was in hospital in Feb - not as heavy as usual. Last month's was barely anything so April's was even worse. Now I've got random bleeding that's come 9 days before my next period is due.
The CNS knows about the issues (not the last couple of months as I haven't seen her) and she said she'd made a note and the gynae-oncologist would see it but there's no obvious causes for concern etc. 
I had an MRI at the end of April and there's nothing reported on there that shows any concerns about the uterus - in fact according to my GP, it reports ""no evidence of residual disease"".
Is this just a coincidence / maybe stress related? Only the right ovary was removed - it's currently unstaged and believed to be only stage 1, but this can't be confirmed as the surgeon who removed the tumour didn't take other biopsies from other areas etc. It was an endometrioid ovarian adenocarcinoma which I know can also be in the uterus but, as I say, it doesn't appear as though anything has flagged up on the MRI which it presumably would if there were any cancer cells significant enough to be causing these issues?
Thank you 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/277299/cancer-in-the-uterus---show-up-on-mri,Could stress be causing the bleeding?,7,"bleeding, lletz, heavy, normal, pain, coil, mirena, spotting, cancer, womb, lining",2024-05-15T20:34:16.200Z,5.1552334,3.5041356,6.054927,"Post-Treatment Bleeding  
"
womb,Question,Sorrell,No further treatment,"
Hi
I was wondering about the variation in giving further treatment for stage 1a high grade cancer following hysterectomy.
I had serous type cancer found in a small polyp after hysteroscopy. So stage 1a. After hysterectomy nothing else was found so it remained 1a. The surgeon gave me the news over the phone whilst I was out so I couldn't really ask any questions. The letter I received stated that everything had been removed before I even had the hysterectomy, at the time I had the hysteroscopy.
I have a follow up appointment in July but I haven't had a chance to talk to anyone about the results.i have requested this,  but no- one has contacted me.
My isuue is that i know the high grade womb cancers have a higher rate of distant recurrence, and there is considerable national variation in treatment. I.may have asked this before so apolgies! But has anyone had stage 1a serous type and not been offered adjuvent treatment?
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276831/no-further-treatment,Variation in adjuvant treatment for stage 1a high grade cancer after hysterectomy?,5,"similar, cancer, experience, experiences, cervical, symptoms, treatment, menopause, stage, hrt, endometrial",2024-05-07T11:31:16.600Z,4.3736057,1.6879023,4.1129036,"Gynecological Cancer Journeys  
"
womb,Question,Sorrell,No further treatment,"
Hi
I was wondering about the variation in giving further treatment for stage 1a high grade cancer following hysterectomy.
I had serous type cancer found in a small polyp after hysteroscopy. So stage 1a. After hysterectomy nothing else was found so it remained 1a. The surgeon gave me the news over the phone whilst I was out so I couldn't really ask any questions. The letter I received stated that everything had been removed before I even had the hysterectomy, at the time I had the hysteroscopy.
I have a follow up appointment in July but I haven't had a chance to talk to anyone about the results.i have requested this,  but no- one has contacted me.
My isuue is that i know the high grade womb cancers have a higher rate of distant recurrence, and there is considerable national variation in treatment. I.may have asked this before so apolgies! But has anyone had stage 1a serous type and not been offered adjuvent treatment?
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276831/no-further-treatment,Has anyone had stage 1a serous type cancer and not been offered adjuvant treatment?,5,"similar, cancer, experience, experiences, cervical, symptoms, treatment, menopause, stage, hrt, endometrial",2024-05-07T11:31:16.600Z,4.213812,1.6180991,4.1367145,"Gynecological Cancer Journeys  
"
womb,Question,mollysue,Stage  and grade after surgery pathology,"
I wondered if many get the same stage and grade after surgery on meeting for  histology follow up which was told to them after initial diagnoses from MRI 
and if it's an originally low stage  and grade after hysterectomy they need extra treatment or just monitored? 
I've seen some  ladies on here that was the case 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/271800/stage-and-grade-after-surgery-pathology,Does stage and grade change after surgery histology?,2,"cancer, cervical, stage, ovarian, recurrence, worried, spread, possible, does, lymph, grade",2024-01-31T10:53:50.160Z,6.4690356,1.6453549,5.010402,"Ovarian Cancer Concerns  
"
womb,Question,mollysue,Stage  and grade after surgery pathology,"
I wondered if many get the same stage and grade after surgery on meeting for  histology follow up which was told to them after initial diagnoses from MRI 
and if it's an originally low stage  and grade after hysterectomy they need extra treatment or just monitored? 
I've seen some  ladies on here that was the case 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/271800/stage-and-grade-after-surgery-pathology,Need extra treatment if originally low stage and grade after hysterectomy?,0,"surgery, hysterectomy, recovery, hospital, advice, experience, long, op, time, expect, stay",2024-01-31T10:53:50.160Z,6.4361463,2.1448233,4.645613,"Hysterectomy Recovery  
"
womb,Question,Ange19,Radiotherapy,"
Hi I am due to start radiotherapy on Thursday this week, and wondering how it effected your day to day life.  
Could you still manage to go out or did it effect your bowels/bladder so that it was difficult to go out?  Or was it too tiring to do much and did it make anyone feel poorly?
Just wanting a bit of an idea, as I know when I had chemotherapy I felt quite poorly for a week or so and then gradually felt better.
Thanks in advance.
Ange
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276737/radiotherapy,Side effects of radiotherapy,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-05-04T11:24:57.953Z,3.4459996,2.8205023,1.9434855,"Treatment Side Effects  
"
womb,Question,Ange19,Radiotherapy,"
Hi I am due to start radiotherapy on Thursday this week, and wondering how it effected your day to day life.  
Could you still manage to go out or did it effect your bowels/bladder so that it was difficult to go out?  Or was it too tiring to do much and did it make anyone feel poorly?
Just wanting a bit of an idea, as I know when I had chemotherapy I felt quite poorly for a week or so and then gradually felt better.
Thanks in advance.
Ange
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276737/radiotherapy,How radiotherapy affected daily life,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-05-04T11:24:57.953Z,4.051687,2.6316268,1.7924768,"Treatment Side Effects  
"
womb,Question,Ange19,Radiotherapy,"
Hi I am due to start radiotherapy on Thursday this week, and wondering how it effected your day to day life.  
Could you still manage to go out or did it effect your bowels/bladder so that it was difficult to go out?  Or was it too tiring to do much and did it make anyone feel poorly?
Just wanting a bit of an idea, as I know when I had chemotherapy I felt quite poorly for a week or so and then gradually felt better.
Thanks in advance.
Ange
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276737/radiotherapy,Impact on bowels/bladder,6,"hysterectomy, pain, surgery, normal, bowel, post, treatment, experience, advice, lower, experiences",2024-05-04T11:24:57.953Z,4.6232724,3.2357302,3.1652725,"Post-Hysterectomy Issues 
"
womb,Question,Ange19,Radiotherapy,"
Hi I am due to start radiotherapy on Thursday this week, and wondering how it effected your day to day life.  
Could you still manage to go out or did it effect your bowels/bladder so that it was difficult to go out?  Or was it too tiring to do much and did it make anyone feel poorly?
Just wanting a bit of an idea, as I know when I had chemotherapy I felt quite poorly for a week or so and then gradually felt better.
Thanks in advance.
Ange
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276737/radiotherapy,Fatigue levels,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-05-04T11:24:57.953Z,3.1739218,3.4509275,3.4605007,"Treatment Side Effects  
"
womb,Question,Ange19,Radiotherapy,"
Hi I am due to start radiotherapy on Thursday this week, and wondering how it effected your day to day life.  
Could you still manage to go out or did it effect your bowels/bladder so that it was difficult to go out?  Or was it too tiring to do much and did it make anyone feel poorly?
Just wanting a bit of an idea, as I know when I had chemotherapy I felt quite poorly for a week or so and then gradually felt better.
Thanks in advance.
Ange
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276737/radiotherapy,Feeling unwell,6,"hysterectomy, pain, surgery, normal, bowel, post, treatment, experience, advice, lower, experiences",2024-05-04T11:24:57.953Z,4.5373826,3.8009706,4.900074,"Post-Hysterectomy Issues 
"
womb,Question,SuzieSue,Pelvic Pain 8 weeks after robotic hysterectomy,"
Hi all,
I have grade1A endometrial cancer, and had a robotic hysterectomy in March this year. The treatment and staff have been fantastic and the operation went well. Unluckily I then 2 weeks later had a vaginal sutures infection. Treated with inpatient and then outpatient antibiotics. A CT scan showed no breakdown of the scar.
I was really set back with my recovery but am slowly improving again and less tired. I am now 8 weeks post op and my question is about pelvic pain. It is uncomfortable most of the time, and if I do any activity such as standing too long, or too much housework, I get pelvic pain and have to lie down and rest. I have tried very gently increasing my activity and am not pushing it very much but am unsure if this within the range of normal as so many people seem to say they are back to normal at 4 or 6 weeks? My CNS nurse has said be patient, but I am worried that maybe I have adhesions? Have any of you had similar experiences and will it get better! 

*Update 9 weeks post op* For those reading this who have had pelvic pain lingering post hysterectomy too, this week is already much less painful so I am hopeful that I just wasn't being patient enough and just had to give it time! 
Thanks,
Suzie
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276761/pelvic-pain-8-weeks-after-robotic-hysterectomy,"Pelvic pain post hysterectomy (8 weeks), uncomfortable most of the time, worsens with activity.  Is this normal?",6,"hysterectomy, pain, surgery, normal, bowel, post, treatment, experience, advice, lower, experiences",2024-05-05T09:46:10.357Z,5.9056115,3.9765968,4.329363,"Post-Hysterectomy Issues 
"
womb,Question,SuzieSue,Pelvic Pain 8 weeks after robotic hysterectomy,"
Hi all,
I have grade1A endometrial cancer, and had a robotic hysterectomy in March this year. The treatment and staff have been fantastic and the operation went well. Unluckily I then 2 weeks later had a vaginal sutures infection. Treated with inpatient and then outpatient antibiotics. A CT scan showed no breakdown of the scar.
I was really set back with my recovery but am slowly improving again and less tired. I am now 8 weeks post op and my question is about pelvic pain. It is uncomfortable most of the time, and if I do any activity such as standing too long, or too much housework, I get pelvic pain and have to lie down and rest. I have tried very gently increasing my activity and am not pushing it very much but am unsure if this within the range of normal as so many people seem to say they are back to normal at 4 or 6 weeks? My CNS nurse has said be patient, but I am worried that maybe I have adhesions? Have any of you had similar experiences and will it get better! 

*Update 9 weeks post op* For those reading this who have had pelvic pain lingering post hysterectomy too, this week is already much less painful so I am hopeful that I just wasn't being patient enough and just had to give it time! 
Thanks,
Suzie
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276761/pelvic-pain-8-weeks-after-robotic-hysterectomy,Worried about adhesions. Have others experienced similar and will it get better?,0,"surgery, hysterectomy, recovery, hospital, advice, experience, long, op, time, expect, stay",2024-05-05T09:46:10.357Z,5.7799945,2.1857035,4.2964916,"Hysterectomy Recovery  
"
womb,Question,Knittynanna,Vaginal vault dehiscence,"
At my biopsy results  appointment  with the specialist, following  my total hysterectomy, the specialist  said I had an infection,I got follow up letter to say.. vaginal vault dehiscence with infection treatment being 900mg of two different antibiotics 3xdaily for week..got to have chemo&radiotherapy  in few weeks ..so wondering if the  dehiscence  will  heal itself?
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276731/vaginal-vault-dehiscence,Will vaginal vault dehiscence heal itself?,6,"hysterectomy, pain, surgery, normal, bowel, post, treatment, experience, advice, lower, experiences",2024-05-04T08:37:42.673Z,5.6172156,3.4884126,4.8889403,"Post-Hysterectomy Issues 
"
womb,Question,Knittynanna,Vaginal vault dehiscence,"
At my biopsy results  appointment  with the specialist, following  my total hysterectomy, the specialist  said I had an infection,I got follow up letter to say.. vaginal vault dehiscence with infection treatment being 900mg of two different antibiotics 3xdaily for week..got to have chemo&radiotherapy  in few weeks ..so wondering if the  dehiscence  will  heal itself?
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276731/vaginal-vault-dehiscence,How will this affect chemo and radiotherapy?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-05-04T08:37:42.673Z,4.0908966,1.3292418,2.282065,"Treatment Side Effects  
"
womb,Question,Misscrisps,"Hysteroscopy, had to stop, feel like a failure","
Hi, I'm 65. I had a transvaginal scan 2 weeks ago which showed a suspicious area of thickened endometrium 9mm x 13mm x 13mm and fluid filled areas. Referred with 'suspected endometrial cancer' under 2 week process.
Went for a Hysteroscopy today and it was so painful that she couldn't do the biopsies. Doctor said my cervix was 'atrophied' ?! which could explain the pain. She did manage to do the imaging and said she could see quite a large polyp but she couldn't do a biopsy. I now have to wait 4-6 weeks to have the polyp removed and sent off and for endometrial biopsies, with a general anaesthetic. I feel such a failure and a wuss. And I now have to wait again with possible cancer. I'm so cross with myself but the cramping pain really was intolerable. I was shaking afterwards and felt so nauseous. I even shed some tears. I know nobody can do anything but I just needed to tell people who may understand. 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/275655/hysteroscopy-had-to-stop-feel-like-a-failure,why was hysteroscopy painful?,1,"hysteroscopy, colposcopy, results, biopsy, long, experience, smear, ga, did, does, test",2024-04-11T15:37:58.837Z,7.6484647,3.4801953,6.3788753,"Gynecological Procedures  
"
womb,Question,Misscrisps,"Hysteroscopy, had to stop, feel like a failure","
Hi, I'm 65. I had a transvaginal scan 2 weeks ago which showed a suspicious area of thickened endometrium 9mm x 13mm x 13mm and fluid filled areas. Referred with 'suspected endometrial cancer' under 2 week process.
Went for a Hysteroscopy today and it was so painful that she couldn't do the biopsies. Doctor said my cervix was 'atrophied' ?! which could explain the pain. She did manage to do the imaging and said she could see quite a large polyp but she couldn't do a biopsy. I now have to wait 4-6 weeks to have the polyp removed and sent off and for endometrial biopsies, with a general anaesthetic. I feel such a failure and a wuss. And I now have to wait again with possible cancer. I'm so cross with myself but the cramping pain really was intolerable. I was shaking afterwards and felt so nauseous. I even shed some tears. I know nobody can do anything but I just needed to tell people who may understand. 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/275655/hysteroscopy-had-to-stop-feel-like-a-failure,what is 'atrophied cervix'?,2,"cancer, cervical, stage, ovarian, recurrence, worried, spread, possible, does, lymph, grade",2024-04-11T15:37:58.837Z,5.1749644,2.1587977,6.0302486,"Ovarian Cancer Concerns  
"
womb,Question,Misscrisps,"Hysteroscopy, had to stop, feel like a failure","
Hi, I'm 65. I had a transvaginal scan 2 weeks ago which showed a suspicious area of thickened endometrium 9mm x 13mm x 13mm and fluid filled areas. Referred with 'suspected endometrial cancer' under 2 week process.
Went for a Hysteroscopy today and it was so painful that she couldn't do the biopsies. Doctor said my cervix was 'atrophied' ?! which could explain the pain. She did manage to do the imaging and said she could see quite a large polyp but she couldn't do a biopsy. I now have to wait 4-6 weeks to have the polyp removed and sent off and for endometrial biopsies, with a general anaesthetic. I feel such a failure and a wuss. And I now have to wait again with possible cancer. I'm so cross with myself but the cramping pain really was intolerable. I was shaking afterwards and felt so nauseous. I even shed some tears. I know nobody can do anything but I just needed to tell people who may understand. 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/275655/hysteroscopy-had-to-stop-feel-like-a-failure,how long until polyp removal and biopsies?,4,"biopsy, results, scan, mri, ct, long, does, ultrasound, scans, expect, pet",2024-04-11T15:37:58.837Z,7.5574083,1.2424587,6.586967,"Diagnostic Testing  
"
womb,Question,catsandtrees,Total hysterectomy and BSO booked but still confused by symptoms,"
Hi all, 
So had a good long chat with the consultant on 25th April following the hysteroscopy on 6th April for post menopausal bleeding with cramping and pelvic pain. He said benign changes and scarring which he has no explanation for, only 1 cervical polyp and no signs of any cancer etc.  He went through some options for the ongoing pelvic pain/cramping etc, do nothing, versus continuing analgesia, versus a gastroenterology opinion, versus having a bilateral salpingo oophorectomy which he suggested would not have much benefit, as well as a total laparoscopic hysterectomy +/-bilateral salpingo oophorectomy. Further changes to my HRT could also be considered to see whether symptoms get better.
We asked him which he would recommend, he said total laparoscopic hysterectomy + bilateral salpingo oophorectomy which will be keyhole and not robotic. Everything will then get sent off to the lab to double check for anything sinister. 
So this is now booked in for 22nd May. 
Today have had more spotting and there appears to be little bits of something that has been expelled in my wee, TMI I know. They sunk to the bottom of the toilet bowl. Just stringy bits of who knows what. Stomach cramping continues as does the pelvic pain and lower back ache.
So clearly it was not the polyp causing this. No cancer found in the polyp or biopsies. Consultant confident that the hysterectomy will solve the symptoms but I cannot help but be worried that there may be something sinister hidden away which will be found once they send everything off to the lab.
I have tried to find any research papers of negative hysteroscopy results for cancer turning into positive hysterectomy results for cancer if you know what I mean but cannot find anything.
It’s so frustrating. Something has to be causing these ongoing symptoms but if my consultant oncology gynaecologist does not know then who will?
Just wondered if anyone was in a similar position prior to their diagnosis?



",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276569/total-hysterectomy-and-bso-booked-but-still-confused-by-symptoms,Has anyone had similar experience with post hysteroscopy symptoms?,1,"hysteroscopy, colposcopy, results, biopsy, long, experience, smear, ga, did, does, test",2024-04-30T17:12:02.240Z,7.4998145,3.3958845,6.4401817,"Gynecological Procedures  
"
womb,Question,catsandtrees,Total hysterectomy and BSO booked but still confused by symptoms,"
Hi all, 
So had a good long chat with the consultant on 25th April following the hysteroscopy on 6th April for post menopausal bleeding with cramping and pelvic pain. He said benign changes and scarring which he has no explanation for, only 1 cervical polyp and no signs of any cancer etc.  He went through some options for the ongoing pelvic pain/cramping etc, do nothing, versus continuing analgesia, versus a gastroenterology opinion, versus having a bilateral salpingo oophorectomy which he suggested would not have much benefit, as well as a total laparoscopic hysterectomy +/-bilateral salpingo oophorectomy. Further changes to my HRT could also be considered to see whether symptoms get better.
We asked him which he would recommend, he said total laparoscopic hysterectomy + bilateral salpingo oophorectomy which will be keyhole and not robotic. Everything will then get sent off to the lab to double check for anything sinister. 
So this is now booked in for 22nd May. 
Today have had more spotting and there appears to be little bits of something that has been expelled in my wee, TMI I know. They sunk to the bottom of the toilet bowl. Just stringy bits of who knows what. Stomach cramping continues as does the pelvic pain and lower back ache.
So clearly it was not the polyp causing this. No cancer found in the polyp or biopsies. Consultant confident that the hysterectomy will solve the symptoms but I cannot help but be worried that there may be something sinister hidden away which will be found once they send everything off to the lab.
I have tried to find any research papers of negative hysteroscopy results for cancer turning into positive hysterectomy results for cancer if you know what I mean but cannot find anything.
It’s so frustrating. Something has to be causing these ongoing symptoms but if my consultant oncology gynaecologist does not know then who will?
Just wondered if anyone was in a similar position prior to their diagnosis?



",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276569/total-hysterectomy-and-bso-booked-but-still-confused-by-symptoms,Worried about unknown cause of pain despite negative biopsy results,4,"biopsy, results, scan, mri, ct, long, does, ultrasound, scans, expect, pet",2024-04-30T17:12:02.240Z,6.9149756,1.0564452,6.6214576,"Diagnostic Testing  
"
womb,Question,catsandtrees,Total hysterectomy and BSO booked but still confused by symptoms,"
Hi all, 
So had a good long chat with the consultant on 25th April following the hysteroscopy on 6th April for post menopausal bleeding with cramping and pelvic pain. He said benign changes and scarring which he has no explanation for, only 1 cervical polyp and no signs of any cancer etc.  He went through some options for the ongoing pelvic pain/cramping etc, do nothing, versus continuing analgesia, versus a gastroenterology opinion, versus having a bilateral salpingo oophorectomy which he suggested would not have much benefit, as well as a total laparoscopic hysterectomy +/-bilateral salpingo oophorectomy. Further changes to my HRT could also be considered to see whether symptoms get better.
We asked him which he would recommend, he said total laparoscopic hysterectomy + bilateral salpingo oophorectomy which will be keyhole and not robotic. Everything will then get sent off to the lab to double check for anything sinister. 
So this is now booked in for 22nd May. 
Today have had more spotting and there appears to be little bits of something that has been expelled in my wee, TMI I know. They sunk to the bottom of the toilet bowl. Just stringy bits of who knows what. Stomach cramping continues as does the pelvic pain and lower back ache.
So clearly it was not the polyp causing this. No cancer found in the polyp or biopsies. Consultant confident that the hysterectomy will solve the symptoms but I cannot help but be worried that there may be something sinister hidden away which will be found once they send everything off to the lab.
I have tried to find any research papers of negative hysteroscopy results for cancer turning into positive hysterectomy results for cancer if you know what I mean but cannot find anything.
It’s so frustrating. Something has to be causing these ongoing symptoms but if my consultant oncology gynaecologist does not know then who will?
Just wondered if anyone was in a similar position prior to their diagnosis?



",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/276569/total-hysterectomy-and-bso-booked-but-still-confused-by-symptoms,"Can anything be done to address ongoing pelvic pain, cramping, and back ache after hysteroscopy?",1,"hysteroscopy, colposcopy, results, biopsy, long, experience, smear, ga, did, does, test",2024-04-30T17:12:02.240Z,7.5748096,3.3547864,6.4158406,"Gynecological Procedures  
"
